ID,Trial_Number,Question,ReappraisalText,Rating,rate_RT,Session_date,Q_type,ReappraisalDirection,PunishingType
217173,19,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Louise's car with her bag and credit cards was recently stolen.,5,1111,11-09-2016,unfair,2,na
217173,20,To what extent does the description of the individual provoke your sympathy?,Louise's car with her bag and credit cards was recently stolen.,4,1158,11-09-2016,sympathy,2,na
217173,21,To what extent does the description of the individual provoke your anger?,Louise's car with her bag and credit cards was recently stolen.,1,730,11-09-2016,anger,2,na
217293,1,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Dave lives in a luxury penthouse apartment,3,40652,03-15-2017,unfair,1,resources
217293,2,Does the previous description provoke your sympathy toward the individual?,Dave lives in a luxury penthouse apartment,1,255,03-15-2017,sympathy,1,resources
217293,3,Does the previous description provoke your anger at the individual?,Dave lives in a luxury penthouse apartment,1,521,03-15-2017,anger,1,resources
217293,4,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Jeff stole his elderly father's prescription medications.,1,746,03-15-2017,unfair,1,reputation
217293,5,Does the previous description provoke your sympathy toward the individual?,Jeff stole his elderly father's prescription medications.,1,301,03-15-2017,sympathy,1,reputation
217293,6,Does the previous description provoke your anger at the individual?,Jeff stole his elderly father's prescription medications.,5,493,03-15-2017,anger,1,reputation
217293,7,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Mac just bought an expensive sports car,1,634,03-15-2017,unfair,1,resources
217293,8,Does the previous description provoke your sympathy toward the individual?,Mac just bought an expensive sports car,1,638,03-15-2017,sympathy,1,resources
217293,9,Does the previous description provoke your anger at the individual?,Mac just bought an expensive sports car,1,328,03-15-2017,anger,1,resources
217293,10,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Alice regularly fires employees to avoid promoting them.,1,513,03-15-2017,unfair,1,reputation
217293,11,Does the previous description provoke your sympathy toward the individual?,Alice regularly fires employees to avoid promoting them.,1,218,03-15-2017,sympathy,1,reputation
217293,12,Does the previous description provoke your anger at the individual?,Alice regularly fires employees to avoid promoting them.,5,402,03-15-2017,anger,1,reputation
217293,13,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Janet has to take an unpaid leave of absence because her mother broke her hip.,5,631,03-15-2017,unfair,2,na
217293,14,Does the previous description provoke your sympathy toward the individual?,Janet has to take an unpaid leave of absence because her mother broke her hip.,3,455,03-15-2017,sympathy,2,na
217293,15,Does the previous description provoke your anger at the individual?,Janet has to take an unpaid leave of absence because her mother broke her hip.,1,349,03-15-2017,anger,2,na
217293,16,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Penny used her mother's social security number to open a credit card account.,1,1276,03-15-2017,unfair,1,reputation
217293,17,Does the previous description provoke your sympathy toward the individual?,Penny used her mother's social security number to open a credit card account.,1,244,03-15-2017,sympathy,1,reputation
217293,18,Does the previous description provoke your anger at the individual?,Penny used her mother's social security number to open a credit card account.,3,9059,03-15-2017,anger,1,reputation
217487,1,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Dave lives in a luxury penthouse apartment,5,1616,11-17-2016,unfair,1,resources
217487,2,To what extent does the description of the individual provoke your sympathy?,Dave lives in a luxury penthouse apartment,1,1662,11-17-2016,sympathy,1,resources
217487,3,To what extent does the description of the individual provoke your anger?,Dave lives in a luxury penthouse apartment,3,4715,11-17-2016,anger,1,resources
217487,4,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Dan is a veteran having trouble finding employment.,2,1344,11-17-2016,unfair,2,na
217487,5,To what extent does the description of the individual provoke your sympathy?,Dan is a veteran having trouble finding employment.,4,4525,11-17-2016,sympathy,2,na
217487,6,To what extent does the description of the individual provoke your anger?,Dan is a veteran having trouble finding employment.,3,936,11-17-2016,anger,2,na
217487,7,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Ted bullies his employees to put in extra hours at work.,5,894,11-17-2016,unfair,1,reputation
217487,8,To what extent does the description of the individual provoke your sympathy?,Ted bullies his employees to put in extra hours at work.,1,1407,11-17-2016,sympathy,1,reputation
217487,9,To what extent does the description of the individual provoke your anger?,Ted bullies his employees to put in extra hours at work.,4,491,11-17-2016,anger,1,reputation
217487,10,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Mike just lost his job,3,9590,11-17-2016,unfair,2,na
217487,11,To what extent does the description of the individual provoke your sympathy?,Mike just lost his job,4,671,11-17-2016,sympathy,2,na
217487,12,To what extent does the description of the individual provoke your anger?,Mike just lost his job,3,4803,11-17-2016,anger,2,na
217487,13,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Anna claims false expenses for her reportable work travel.,4,1188,11-17-2016,unfair,1,reputation
217487,14,To what extent does the description of the individual provoke your sympathy?,Anna claims false expenses for her reportable work travel.,2,3601,11-17-2016,sympathy,1,reputation
217487,15,To what extent does the description of the individual provoke your anger?,Anna claims false expenses for her reportable work travel.,4,473,11-17-2016,anger,1,reputation
217487,16,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Deborah got a large cash bonus from her boss,4,1716,11-17-2016,unfair,1,resources
217487,17,To what extent does the description of the individual provoke your sympathy?,Deborah got a large cash bonus from her boss,2,2089,11-17-2016,sympathy,1,resources
217487,18,To what extent does the description of the individual provoke your anger?,Deborah got a large cash bonus from her boss,3,4449,11-17-2016,anger,1,resources
217487,19,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Sharon just lost her small business after a franchise moved in next door.,4,1198,11-17-2016,unfair,2,na
217487,20,To what extent does the description of the individual provoke your sympathy?,Sharon just lost her small business after a franchise moved in next door.,4,369,11-17-2016,sympathy,2,na
217487,21,To what extent does the description of the individual provoke your anger?,Sharon just lost her small business after a franchise moved in next door.,3,5645,11-17-2016,anger,2,na
217514,1,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Steve cheated on his taxes and is now under investigation for tax fraud.,3,3659,11-09-2016,unfair,1,reputation
217514,2,To what extent does the description of the individual provoke your sympathy?,Steve cheated on his taxes and is now under investigation for tax fraud.,1,1167,11-09-2016,sympathy,1,reputation
217514,3,To what extent does the description of the individual provoke your anger?,Steve cheated on his taxes and is now under investigation for tax fraud.,3,7942,11-09-2016,anger,1,reputation
217514,4,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Tim could not afford his mortgage and his home was foreclosed.,4,1463,11-09-2016,unfair,2,na
217514,5,To what extent does the description of the individual provoke your sympathy?,Tim could not afford his mortgage and his home was foreclosed.,4,651,11-09-2016,sympathy,2,na
217514,6,To what extent does the description of the individual provoke your anger?,Tim could not afford his mortgage and his home was foreclosed.,4,1201,11-09-2016,anger,2,na
217514,7,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Eva secretly gambles with her husband's savings.,5,1308,11-09-2016,unfair,1,reputation
217514,8,To what extent does the description of the individual provoke your sympathy?,Eva secretly gambles with her husband's savings.,1,1923,11-09-2016,sympathy,1,reputation
217514,9,To what extent does the description of the individual provoke your anger?,Eva secretly gambles with her husband's savings.,4,809,11-09-2016,anger,1,reputation
217514,10,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Anna claims false expenses for her reportable work travel.,5,1353,11-09-2016,unfair,1,reputation
217514,11,To what extent does the description of the individual provoke your sympathy?,Anna claims false expenses for her reportable work travel.,1,1574,11-09-2016,sympathy,1,reputation
217514,12,To what extent does the description of the individual provoke your anger?,Anna claims false expenses for her reportable work travel.,4,932,11-09-2016,anger,1,reputation
217514,13,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Emily is a highly paid actress,2,2296,11-09-2016,unfair,1,resources
217514,14,To what extent does the description of the individual provoke your sympathy?,Emily is a highly paid actress,2,908,11-09-2016,sympathy,1,resources
217514,15,To what extent does the description of the individual provoke your anger?,Emily is a highly paid actress,3,3850,11-09-2016,anger,1,resources
217514,16,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Deborah got a large cash bonus from her boss,4,962,11-09-2016,unfair,1,resources
217514,17,To what extent does the description of the individual provoke your sympathy?,Deborah got a large cash bonus from her boss,3,5195,11-09-2016,sympathy,1,resources
217514,18,To what extent does the description of the individual provoke your anger?,Deborah got a large cash bonus from her boss,2,904,11-09-2016,anger,1,resources
217514,19,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Miriam just received a huge cash settlement,3,10627,11-09-2016,unfair,1,resources
217514,20,To what extent does the description of the individual provoke your sympathy?,Miriam just received a huge cash settlement,3,2189,11-09-2016,sympathy,1,resources
217514,21,To what extent does the description of the individual provoke your anger?,Miriam just received a huge cash settlement,3,2473,11-09-2016,anger,1,resources
217514,22,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Angela illegally parks in the disabled parking spots when she can.,5,1147,11-09-2016,unfair,1,reputation
217514,23,To what extent does the description of the individual provoke your sympathy?,Angela illegally parks in the disabled parking spots when she can.,1,1288,11-09-2016,sympathy,1,reputation
217514,24,To what extent does the description of the individual provoke your anger?,Angela illegally parks in the disabled parking spots when she can.,5,1047,11-09-2016,anger,1,reputation
217630,1,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Steve cheated on his taxes and is now under investigation for tax fraud.,1,2482,05-11-2017,unfair,1,reputation
217630,2,Does the previous description provoke your sympathy toward the individual?,Steve cheated on his taxes and is now under investigation for tax fraud.,1,994,05-11-2017,sympathy,1,reputation
217630,3,Does the previous description provoke your anger at the individual?,Steve cheated on his taxes and is now under investigation for tax fraud.,1,1004,05-11-2017,anger,1,reputation
217630,4,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Jeff stole his elderly father's prescription medications.,1,883,05-11-2017,unfair,1,reputation
217630,5,Does the previous description provoke your sympathy toward the individual?,Jeff stole his elderly father's prescription medications.,1,875,05-11-2017,sympathy,1,reputation
217630,6,Does the previous description provoke your anger at the individual?,Jeff stole his elderly father's prescription medications.,4,1301,05-11-2017,anger,1,reputation
217630,7,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Jack was mugged and had his wallet stolen.,1,955,05-11-2017,unfair,2,na
217630,8,Does the previous description provoke your sympathy toward the individual?,Jack was mugged and had his wallet stolen.,1,1064,05-11-2017,sympathy,2,na
217630,9,Does the previous description provoke your anger at the individual?,Jack was mugged and had his wallet stolen.,4,906,05-11-2017,anger,2,na
217630,10,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Mac just bought an expensive sports car,1,1640,05-11-2017,unfair,1,resources
217630,11,Does the previous description provoke your sympathy toward the individual?,Mac just bought an expensive sports car,2,919,05-11-2017,sympathy,1,resources
217630,12,Does the previous description provoke your anger at the individual?,Mac just bought an expensive sports car,4,823,05-11-2017,anger,1,resources
217630,13,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Jean is going to be evicted because she is behind on her rent,1,954,05-11-2017,unfair,2,na
217630,14,Does the previous description provoke your sympathy toward the individual?,Jean is going to be evicted because she is behind on her rent,2,1300,05-11-2017,sympathy,2,na
217630,15,Does the previous description provoke your anger at the individual?,Jean is going to be evicted because she is behind on her rent,2,839,05-11-2017,anger,2,na
217630,16,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Eva secretly gambles with her husband's savings.,1,862,05-11-2017,unfair,1,reputation
217630,17,Does the previous description provoke your sympathy toward the individual?,Eva secretly gambles with her husband's savings.,1,1714,05-11-2017,sympathy,1,reputation
217630,18,Does the previous description provoke your anger at the individual?,Eva secretly gambles with her husband's savings.,4,897,05-11-2017,anger,1,reputation
217630,19,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Janet has to take an unpaid leave of absence because her mother broke her hip.,2,2029,05-11-2017,unfair,2,na
217630,20,Does the previous description provoke your sympathy toward the individual?,Janet has to take an unpaid leave of absence because her mother broke her hip.,3,21102,05-11-2017,sympathy,2,na
217630,21,Does the previous description provoke your anger at the individual?,Janet has to take an unpaid leave of absence because her mother broke her hip.,4,1037,05-11-2017,anger,2,na
217630,22,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Angela illegally parks in the disabled parking spots when she can.,1,915,05-11-2017,unfair,1,reputation
217630,23,Does the previous description provoke your sympathy toward the individual?,Angela illegally parks in the disabled parking spots when she can.,2,842,05-11-2017,sympathy,1,reputation
217630,24,Does the previous description provoke your anger at the individual?,Angela illegally parks in the disabled parking spots when she can.,4,537,05-11-2017,anger,1,reputation
217719,1,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Steve cheated on his taxes and is now under investigation for tax fraud.,3,40617,01-11-2017,unfair,1,reputation
217719,2,Does the previous description provoke your sympathy toward the individual?,Steve cheated on his taxes and is now under investigation for tax fraud.,1,293,01-11-2017,sympathy,1,reputation
217719,3,Does the previous description provoke your anger at the individual?,Steve cheated on his taxes and is now under investigation for tax fraud.,5,931,01-11-2017,anger,1,reputation
217719,4,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Jack was mugged and had his wallet stolen.,3,12969,01-11-2017,unfair,2,na
217719,5,Does the previous description provoke your sympathy toward the individual?,Jack was mugged and had his wallet stolen.,5,335,01-11-2017,sympathy,2,na
217719,6,Does the previous description provoke your anger at the individual?,Jack was mugged and had his wallet stolen.,1,364,01-11-2017,anger,2,na
217719,7,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Mike just lost his job,5,837,01-11-2017,unfair,2,na
217719,8,Does the previous description provoke your sympathy toward the individual?,Mike just lost his job,5,669,01-11-2017,sympathy,2,na
217719,9,Does the previous description provoke your anger at the individual?,Mike just lost his job,1,313,01-11-2017,anger,2,na
217719,10,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Martha is a single mother,3,10193,01-11-2017,unfair,2,na
217719,11,Does the previous description provoke your sympathy toward the individual?,Martha is a single mother,5,343,01-11-2017,sympathy,2,na
217719,12,Does the previous description provoke your anger at the individual?,Martha is a single mother,1,362,01-11-2017,anger,2,na
217719,13,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Alyssa just won the lottery,5,4447,01-11-2017,unfair,1,resources
217719,14,Does the previous description provoke your sympathy toward the individual?,Alyssa just won the lottery,1,287,01-11-2017,sympathy,1,resources
217719,15,Does the previous description provoke your anger at the individual?,Alyssa just won the lottery,1,463,01-11-2017,anger,1,resources
217719,16,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Jenny works two waitressing jobs to pay her bills.,5,845,01-11-2017,unfair,2,na
217719,17,Does the previous description provoke your sympathy toward the individual?,Jenny works two waitressing jobs to pay her bills.,5,279,01-11-2017,sympathy,2,na
217719,18,Does the previous description provoke your anger at the individual?,Jenny works two waitressing jobs to pay her bills.,1,281,01-11-2017,anger,2,na
217719,19,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Penny used her mother's social security number to open a credit card account.,3,10332,01-11-2017,unfair,1,reputation
217719,20,Does the previous description provoke your sympathy toward the individual?,Penny used her mother's social security number to open a credit card account.,1,277,01-11-2017,sympathy,1,reputation
217719,21,Does the previous description provoke your anger at the individual?,Penny used her mother's social security number to open a credit card account.,5,917,01-11-2017,anger,1,reputation
217719,22,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Maria is raising money to buy gifts for children in need.,3,17720,01-11-2017,unfair,2,na
217719,23,Does the previous description provoke your sympathy toward the individual?,Maria is raising money to buy gifts for children in need.,5,231,01-11-2017,sympathy,2,na
217719,24,Does the previous description provoke your anger at the individual?,Maria is raising money to buy gifts for children in need.,1,189,01-11-2017,anger,2,na
217909,1,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Bill lost his life savings when his small business failed,5,2015,05-26-2016,unfair,2,na
217909,2,To what extent does the description of the individual provoke your sympathy?,Bill lost his life savings when his small business failed,4,2021,05-26-2016,sympathy,2,na
217909,3,To what extent does the description of the individual provoke your anger?,Bill lost his life savings when his small business failed,5,1481,05-26-2016,anger,2,na
217909,4,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Peter often goes through and steals the neighbors' mail.,4,1172,05-26-2016,unfair,1,reputation
217909,5,To what extent does the description of the individual provoke your sympathy?,Peter often goes through and steals the neighbors' mail.,3,6695,05-26-2016,sympathy,1,reputation
217909,6,To what extent does the description of the individual provoke your anger?,Peter often goes through and steals the neighbors' mail.,4,1179,05-26-2016,anger,1,reputation
217909,7,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Larry employs illegal immigrants and pays them less than minimum wage.,3,9582,05-26-2016,unfair,1,reputation
217909,8,To what extent does the description of the individual provoke your sympathy?,Larry employs illegal immigrants and pays them less than minimum wage.,4,1134,05-26-2016,sympathy,1,reputation
217909,9,To what extent does the description of the individual provoke your anger?,Larry employs illegal immigrants and pays them less than minimum wage.,4,1292,05-26-2016,anger,1,reputation
217909,10,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Becky works as a cleaner in a hotel,3,5858,05-26-2016,unfair,2,na
217909,11,To what extent does the description of the individual provoke your sympathy?,Becky works as a cleaner in a hotel,4,1066,05-26-2016,sympathy,2,na
217909,12,To what extent does the description of the individual provoke your anger?,Becky works as a cleaner in a hotel,3,8746,05-26-2016,anger,2,na
217909,13,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Jean is going to be evicted because she is behind on her rent,3,4794,05-26-2016,unfair,2,na
217909,14,To what extent does the description of the individual provoke your sympathy?,Jean is going to be evicted because she is behind on her rent,3,9843,05-26-2016,sympathy,2,na
217909,15,To what extent does the description of the individual provoke your anger?,Jean is going to be evicted because she is behind on her rent,5,1231,05-26-2016,anger,2,na
217909,16,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Martha is a single mother,3,13685,05-26-2016,unfair,2,na
217909,17,To what extent does the description of the individual provoke your sympathy?,Martha is a single mother,3,13428,05-26-2016,sympathy,2,na
217909,18,To what extent does the description of the individual provoke your anger?,Martha is a single mother,3,12214,05-26-2016,anger,2,na
217909,19,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Alyssa just won the lottery,5,1522,05-26-2016,unfair,1,resources
217909,20,To what extent does the description of the individual provoke your sympathy?,Alyssa just won the lottery,4,953,05-26-2016,sympathy,1,resources
217909,21,To what extent does the description of the individual provoke your anger?,Alyssa just won the lottery,4,841,05-26-2016,anger,1,resources
217909,22,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Rose takes discarded food from grocery stores to feed her children.,3,28157,05-26-2016,unfair,2,na
217909,23,To what extent does the description of the individual provoke your sympathy?,Rose takes discarded food from grocery stores to feed her children.,3,10994,05-26-2016,sympathy,2,na
217909,24,To what extent does the description of the individual provoke your anger?,Rose takes discarded food from grocery stores to feed her children.,1,3534,05-26-2016,anger,2,na
217988,1,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Scott is saving to pay his university fees,3,14420,04-17-2017,unfair,2,na
217988,2,Does the previous description provoke your sympathy toward the individual?,Scott is saving to pay his university fees,3,13204,04-17-2017,sympathy,2,na
217988,3,Does the previous description provoke your anger at the individual?,Scott is saving to pay his university fees,1,350,04-17-2017,anger,2,na
217988,4,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Jacob is saving for his son's operation,5,726,04-17-2017,unfair,2,na
217988,5,Does the previous description provoke your sympathy toward the individual?,Jacob is saving for his son's operation,5,265,04-17-2017,sympathy,2,na
217988,6,Does the previous description provoke your anger at the individual?,Jacob is saving for his son's operation,1,307,04-17-2017,anger,2,na
217988,7,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Larry employs illegal immigrants and pays them less than minimum wage.,1,268,04-17-2017,unfair,1,reputation
217988,8,Does the previous description provoke your sympathy toward the individual?,Larry employs illegal immigrants and pays them less than minimum wage.,1,1263,04-17-2017,sympathy,1,reputation
217988,9,Does the previous description provoke your anger at the individual?,Larry employs illegal immigrants and pays them less than minimum wage.,4,496,04-17-2017,anger,1,reputation
217988,10,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Jean is going to be evicted because she is behind on her rent,5,453,04-17-2017,unfair,2,na
217988,11,Does the previous description provoke your sympathy toward the individual?,Jean is going to be evicted because she is behind on her rent,5,296,04-17-2017,sympathy,2,na
217988,12,Does the previous description provoke your anger at the individual?,Jean is going to be evicted because she is behind on her rent,1,1178,04-17-2017,anger,2,na
217988,13,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Abby cannot afford to send her son to college.,5,288,04-17-2017,unfair,2,na
217988,14,Does the previous description provoke your sympathy toward the individual?,Abby cannot afford to send her son to college.,5,210,04-17-2017,sympathy,2,na
217988,15,Does the previous description provoke your anger at the individual?,Abby cannot afford to send her son to college.,1,525,04-17-2017,anger,2,na
217988,16,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Alice regularly fires employees to avoid promoting them.,5,582,04-17-2017,unfair,1,reputation
217988,17,Does the previous description provoke your sympathy toward the individual?,Alice regularly fires employees to avoid promoting them.,1,333,04-17-2017,sympathy,1,reputation
217988,18,Does the previous description provoke your anger at the individual?,Alice regularly fires employees to avoid promoting them.,5,230,04-17-2017,anger,1,reputation
217988,19,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Emily is a highly paid actress,2,407,04-17-2017,unfair,1,resources
217988,20,Does the previous description provoke your sympathy toward the individual?,Emily is a highly paid actress,2,256,04-17-2017,sympathy,1,resources
217988,21,Does the previous description provoke your anger at the individual?,Emily is a highly paid actress,3,6327,04-17-2017,anger,1,resources
217988,22,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Janet has to take an unpaid leave of absence because her mother broke her hip.,5,746,04-17-2017,unfair,2,na
217988,23,Does the previous description provoke your sympathy toward the individual?,Janet has to take an unpaid leave of absence because her mother broke her hip.,5,160,04-17-2017,sympathy,2,na
217988,24,Does the previous description provoke your anger at the individual?,Janet has to take an unpaid leave of absence because her mother broke her hip.,1,405,04-17-2017,anger,2,na
218207,1,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Paul lost his house in a fire,1,4604,10-25-2016,unfair,2,na
218207,2,To what extent does the description of the individual provoke your sympathy?,Paul lost his house in a fire,5,1682,10-25-2016,sympathy,2,na
218207,3,To what extent does the description of the individual provoke your anger?,Paul lost his house in a fire,3,2574,10-25-2016,anger,2,na
218207,4,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Bill lost his life savings when his small business failed,1,5301,10-25-2016,unfair,2,na
218207,5,To what extent does the description of the individual provoke your sympathy?,Bill lost his life savings when his small business failed,4,4070,10-25-2016,sympathy,2,na
218207,6,To what extent does the description of the individual provoke your anger?,Bill lost his life savings when his small business failed,3,8940,10-25-2016,anger,2,na
218207,7,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Kyle declared bankruptcy after he was laid off.,1,4487,10-25-2016,unfair,2,na
218207,8,To what extent does the description of the individual provoke your sympathy?,Kyle declared bankruptcy after he was laid off.,4,1655,10-25-2016,sympathy,2,na
218207,9,To what extent does the description of the individual provoke your anger?,Kyle declared bankruptcy after he was laid off.,3,8901,10-25-2016,anger,2,na
218207,10,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Frank has been unable to find a job for over a year.,1,10594,10-25-2016,unfair,2,na
218207,11,To what extent does the description of the individual provoke your sympathy?,Frank has been unable to find a job for over a year.,4,1224,10-25-2016,sympathy,2,na
218207,12,To what extent does the description of the individual provoke your anger?,Frank has been unable to find a job for over a year.,3,4188,10-25-2016,anger,2,na
218207,13,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Mac just bought an expensive sports car,1,1628,10-25-2016,unfair,1,resources
218207,14,To what extent does the description of the individual provoke your sympathy?,Mac just bought an expensive sports car,1,1703,10-25-2016,sympathy,1,resources
218207,15,To what extent does the description of the individual provoke your anger?,Mac just bought an expensive sports car,4,3721,10-25-2016,anger,1,resources
218207,16,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Ted bullies his employees to put in extra hours at work.,1,3176,10-25-2016,unfair,1,reputation
218207,17,To what extent does the description of the individual provoke your sympathy?,Ted bullies his employees to put in extra hours at work.,1,1631,10-25-2016,sympathy,1,reputation
218207,18,To what extent does the description of the individual provoke your anger?,Ted bullies his employees to put in extra hours at work.,4,3351,10-25-2016,anger,1,reputation
218207,19,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Angela illegally parks in the disabled parking spots when she can.,1,1385,10-25-2016,unfair,1,reputation
218207,20,To what extent does the description of the individual provoke your sympathy?,Angela illegally parks in the disabled parking spots when she can.,2,6801,10-25-2016,sympathy,1,reputation
218207,21,To what extent does the description of the individual provoke your anger?,Angela illegally parks in the disabled parking spots when she can.,4,1027,10-25-2016,anger,1,reputation
218219,1,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Paul lost his house in a fire,3,3524,06-29-2016,unfair,2,na
218219,2,To what extent does the description of the individual provoke your sympathy?,Paul lost his house in a fire,4,3028,06-29-2016,sympathy,2,na
218219,3,To what extent does the description of the individual provoke your anger?,Paul lost his house in a fire,1,1624,06-29-2016,anger,2,na
218219,4,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Jacob is saving for his son's operation,3,10290,06-29-2016,unfair,2,na
218219,5,To what extent does the description of the individual provoke your sympathy?,Jacob is saving for his son's operation,5,1208,06-29-2016,sympathy,2,na
218219,6,To what extent does the description of the individual provoke your anger?,Jacob is saving for his son's operation,1,1237,06-29-2016,anger,2,na
218219,7,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Karen owns an international company,5,1145,06-29-2016,unfair,1,resources
218219,8,To what extent does the description of the individual provoke your sympathy?,Karen owns an international company,1,1093,06-29-2016,sympathy,1,resources
218219,9,To what extent does the description of the individual provoke your anger?,Karen owns an international company,5,1087,06-29-2016,anger,1,resources
218219,10,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Deborah got a large cash bonus from her boss,3,11447,06-29-2016,unfair,1,resources
218219,11,To what extent does the description of the individual provoke your sympathy?,Deborah got a large cash bonus from her boss,3,4831,06-29-2016,sympathy,1,resources
218219,12,To what extent does the description of the individual provoke your anger?,Deborah got a large cash bonus from her boss,1,1128,06-29-2016,anger,1,resources
218219,13,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Miriam just received a huge cash settlement,3,4594,06-29-2016,unfair,1,resources
218219,14,To what extent does the description of the individual provoke your sympathy?,Miriam just received a huge cash settlement,1,1156,06-29-2016,sympathy,1,resources
218219,15,To what extent does the description of the individual provoke your anger?,Miriam just received a huge cash settlement,1,1317,06-29-2016,anger,1,resources
218219,16,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Penny used her mother's social security number to open a credit card account.,5,1672,06-29-2016,unfair,1,reputation
218219,17,To what extent does the description of the individual provoke your sympathy?,Penny used her mother's social security number to open a credit card account.,5,1274,06-29-2016,sympathy,1,reputation
218219,18,To what extent does the description of the individual provoke your anger?,Penny used her mother's social security number to open a credit card account.,5,893,06-29-2016,anger,1,reputation
218219,19,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Louise's car with her bag and credit cards was recently stolen.,3,19111,06-29-2016,unfair,2,na
218219,20,To what extent does the description of the individual provoke your sympathy?,Louise's car with her bag and credit cards was recently stolen.,5,761,06-29-2016,sympathy,2,na
218219,21,To what extent does the description of the individual provoke your anger?,Louise's car with her bag and credit cards was recently stolen.,1,769,06-29-2016,anger,2,na
218457,1,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Mac just bought an expensive sports car,5,7948,09-27-2016,unfair,1,resources
218457,2,To what extent does the description of the individual provoke your sympathy?,Mac just bought an expensive sports car,1,2760,09-27-2016,sympathy,1,resources
